02/01/19; 100,02 
03/01/19; 100,92 
04/01/19; 101,58 
07/01/19; 101,61 
08/01/19; 101,61 
09/01/19; 101,62 
10/01/19; 100,51 
11/01/19; 101,55 
14/01/19; 101,12 
15/01/19; 101,26 
16/01/19; 101,61 
17/01/19; 101,21 
18/01/19; 101,61 
21/01/19; 102,29 
22/01/19; 101,61 
23/01/19; 99,75 
24/01/19; 99,65 
28/01/19; 101,61 
29/01/19; 101,61 
30/01/19; 100,14 
31/01/19; 100,70 
01/02/19; 99,86 
04/02/19; 102,34 
05/02/19; 101,70 
06/02/19; 103,44 
07/02/19; 104,53 
08/02/19; 104,93 
11/02/19; 105,45 
12/02/19; 105,51 
13/02/19; 105,32 
14/02/19; 105,42 
15/02/19; 105,51 
18/02/19; 104,44 
19/02/19; 102,73 
20/02/19; 102,58 
21/02/19; 103,27 
22/02/19; 105,17 
25/02/19; 104,54 
26/02/19; 104,49 
27/02/19; 104,54 
28/02/19; 103,01 
01/03/19; 100,98 
06/03/19; 101,70 
07/03/19; 102,97 
08/03/19; 103,07 
11/03/19; 103,56 
12/03/19; 102,58 
13/03/19; 102,09 
14/03/19; 103,02 
15/03/19; 103,46 
18/03/19; 105,21 
19/03/19; 104,54 
20/03/19; 105,12 
21/03/19; 105,41 
22/03/19; 104,92 
25/03/19; 103,18 
26/03/19; 102,66 
27/03/19; 102,24 
28/03/19; 102,61 
29/03/19; 104,41 
01/04/19; 104,93 
02/04/19; 104,39 
03/04/19; 105,51 
04/04/19; 105,51 
05/04/19; 103,95 
08/04/19; 103,27 
09/04/19; 104,32 
10/04/19; 105,51 
11/04/19; 106,00 
12/04/19; 104,78 
15/04/19; 105,98 
16/04/19; 105,61 
17/04/19; 105,56 
18/04/19; 105,61 
22/04/19; 105,61 
23/04/19; 105,71 
24/04/19; 104,54 
25/04/19; 103,68 
26/04/19; 105,71 
29/04/19; 106,94 
30/04/19; 108,93 
02/05/19; 105,99 
03/05/19; 105,79 
06/05/19; 105,11 
07/05/19; 104,06 
08/05/19; 105,80 
09/05/19; 104,64 
10/05/19; 104,05 
13/05/19; 102,65 
14/05/19; 105,02 
15/05/19; 103,71 
16/05/19; 104,91 
17/05/19; 105,48 
20/05/19; 105,48 
21/05/19; 106,29 
22/05/19; 106,28 
23/05/19; 105,60 
24/05/19; 106,10 
27/05/19; 106,49 
28/05/19; 105,54 
29/05/19; 106,22 
30/05/19; 107,96 
31/05/19; 108,75 
03/06/19; 106,45 
04/06/19; 107,94 
05/06/19; 108,45 
06/06/19; 107,47 
07/06/19; 107,27 
10/06/19; 107,24 
11/06/19; 107,19 
12/06/19; 107,28 
13/06/19; 107,95 
14/06/19; 107,96 
17/06/19; 107,86 
18/06/19; 107,96 
19/06/19; 107,31 
21/06/19; 107,96 
24/06/19; 107,96 
25/06/19; 107,32 
26/06/19; 108,87 
27/06/19; 108,93 
28/06/19; 108,92 
01/07/19; 108,44 
02/07/19; 107,22 
03/07/19; 108,15 
04/07/19; 107,57 
05/07/19; 106,74 
08/07/19; 107,25 
10/07/19; 107,47 
11/07/19; 106,98 
12/07/19; 107,47 
15/07/19; 108,84 
16/07/19; 107,63 
17/07/19; 109,27 
18/07/19; 109,42 
19/07/19; 109,42 
22/07/19; 108,54 
23/07/19; 110,00 
24/07/19; 109,36 
25/07/19; 107,54 
26/07/19; 107,96 
29/07/19; 111,03 
30/07/19; 110,40 
31/07/19; 109,91 
01/08/19; 108,55 
02/08/19; 109,42 
05/08/19; 109,13 
06/08/19; 110,54 
07/08/19; 109,18 
08/08/19; 111,28 
09/08/19; 111,86 
12/08/19; 111,00 
13/08/19; 111,40 
14/08/19; 109,19 
15/08/19; 109,99 
16/08/19; 109,40 
19/08/19; 109,99 
20/08/19; 109,30 
21/08/19; 109,03 
22/08/19; 109,19 
23/08/19; 109,48 
26/08/19; 110,25 
27/08/19; 110,80 
28/08/19; 110,00 
29/08/19; 109,80 
30/08/19; 111,55 
02/09/19; 110,93 
03/09/19; 112,00 
04/09/19; 112,00 
05/09/19; 111,61 
06/09/19; 110,71 
09/09/19; 111,00 
10/09/19; 110,44 
11/09/19; 111,00 
12/09/19; 110,64 
13/09/19; 110,69 
16/09/19; 111,33 
17/09/19; 111,38 
18/09/19; 111,90 
19/09/19; 111,50 
20/09/19; 113,00 
23/09/19; 113,30 
24/09/19; 113,20 
25/09/19; 115,00 
26/09/19; 114,50 
27/09/19; 114,50 
30/09/19; 114,02 
01/10/19; 110,95 
02/10/19; 109,50 
